,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
159,Bad,76.0,140,4,54.0,15,0,0,100.0,-7,7,8,15,4,53.0,0,4,4,14.0,71.0,3.0,3.0,1,67.0
160,Good,71.0,386,2,86.0,30,1,0,97.0,10,3,5,33,2,24.0,0,0,0,24.0,60.0,5.0,5.0,1,53.0
161,Good,82.0,100,3,37.0,9,0,0,100.0,-7,7,8,9,3,22.0,-7,1,1,0.0,99.0,3.0,1.0,0,67.0
162,Bad,79.0,439,15,142.0,17,2,2,89.0,68,6,3,38,0,11.0,15,0,0,3.0,-8.0,5.0,-8.0,0,50.0
163,Bad,64.0,260,1,61.0,17,1,1,95.0,6,2,4,23,5,26.0,-7,0,0,68.0,88.0,3.0,2.0,1,71.0
164,Bad,75.0,113,97,105.0,2,0,0,100.0,-7,7,8,2,0,0.0,0,0,0,101.0,-8.0,2.0,-8.0,1,100.0
165,Good,67.0,222,5,71.0,21,1,1,82.0,4,4,4,22,1,14.0,0,1,1,37.0,-8.0,5.0,1.0,0,46.0
166,Bad,57.0,32,3,14.0,11,0,0,100.0,-7,7,8,11,6,36.0,-7,0,0,73.0,89.0,6.0,3.0,2,100.0
167,Good,91.0,397,36,140.0,21,0,0,100.0,-7,7,8,21,0,19.0,0,0,0,3.0,-8.0,1.0,1.0,0,22.0
168,Bad,68.0,116,1,51.0,20,0,0,100.0,-7,7,8,21,2,24.0,0,2,2,50.0,-8.0,6.0,1.0,2,64.0
169,Good,57.0,155,0,42.0,32,0,0,97.0,0,4,6,34,10,18.0,0,1,1,40.0,90.0,7.0,4.0,1,50.0
170,Good,66.0,176,7,61.0,24,0,0,92.0,0,4,6,24,1,33.0,0,0,0,18.0,92.0,4.0,2.0,1,58.0
171,Bad,63.0,282,2,112.0,20,0,0,71.0,12,6,6,21,1,29.0,0,1,0,51.0,-8.0,7.0,2.0,3,77.0
172,Good,76.0,-8,2,17.0,7,0,0,100.0,-7,7,8,0,1,33.0,2,2,2,9.0,73.0,3.0,2.0,0,63.0
173,Bad,73.0,-8,1,104.0,12,1,0,93.0,5,3,5,0,1,43.0,-7,1,1,0.0,100.0,1.0,2.0,0,50.0
174,Good,63.0,213,6,86.0,24,0,0,96.0,64,6,6,24,2,29.0,0,1,1,75.0,79.0,7.0,2.0,5,60.0
175,Good,88.0,171,17,91.0,15,0,0,100.0,-7,7,8,16,0,50.0,17,0,0,0.0,-8.0,0.0,1.0,0,25.0
176,Good,89.0,270,3,98.0,12,0,0,100.0,-7,7,8,12,2,25.0,13,0,0,9.0,6.0,2.0,2.0,0,67.0
177,Bad,65.0,208,3,84.0,20,0,0,85.0,18,6,6,20,3,20.0,0,0,0,55.0,92.0,8.0,2.0,2,67.0
178,Bad,69.0,105,3,30.0,17,0,0,100.0,-7,7,8,17,7,12.0,4,1,1,32.0,100.0,6.0,1.0,2,64.0
179,Good,79.0,168,9,58.0,21,0,0,90.0,76,6,6,21,3,38.0,0,0,0,27.0,88.0,5.0,3.0,0,62.0
180,Good,74.0,219,13,90.0,30,0,0,100.0,-7,7,8,30,0,33.0,0,2,2,28.0,-8.0,9.0,2.0,1,79.0
181,Bad,77.0,276,41,145.0,19,0,0,100.0,-7,7,8,19,0,21.0,-7,1,1,59.0,36.0,6.0,2.0,1,62.0
182,Bad,70.0,182,2,34.0,7,0,0,100.0,-7,7,8,8,5,13.0,0,2,2,57.0,-8.0,4.0,-8.0,1,100.0
183,Good,92.0,262,4,161.0,10,0,0,100.0,-7,7,8,33,1,10.0,-8,0,0,0.0,-8.0,1.0,-8.0,0,25.0
184,Good,84.0,188,12,78.0,30,0,0,100.0,-7,7,8,30,0,21.0,2,1,1,0.0,-8.0,1.0,2.0,1,75.0
185,Good,76.0,149,15,62.0,13,0,0,100.0,-7,7,8,13,0,38.0,0,0,0,0.0,55.0,0.0,3.0,0,75.0
187,Good,60.0,160,3,48.0,16,0,0,81.0,5,4,6,16,4,31.0,4,2,2,65.0,74.0,2.0,3.0,1,63.0
188,Good,72.0,86,3,51.0,27,0,0,100.0,-7,7,8,15,5,15.0,2,1,1,60.0,-8.0,5.0,1.0,2,50.0
189,Good,77.0,158,23,104.0,20,0,0,100.0,-7,7,8,22,0,32.0,0,1,1,72.0,-8.0,1.0,1.0,1,50.0
191,Bad,81.0,163,22,55.0,24,0,0,92.0,16,6,6,24,0,25.0,0,0,0,0.0,-8.0,1.0,2.0,0,33.0
192,Good,79.0,180,7,99.0,26,0,0,100.0,-7,7,8,10,2,23.0,2,1,1,28.0,34.0,4.0,3.0,1,58.0
193,Good,73.0,44,7,32.0,10,0,0,100.0,-7,7,8,10,1,30.0,8,0,0,55.0,-8.0,3.0,1.0,0,67.0
194,Good,82.0,77,10,42.0,8,0,0,100.0,-7,7,8,8,1,25.0,20,0,0,3.0,84.0,2.0,2.0,0,57.0
195,Good,83.0,414,4,135.0,26,0,0,100.0,-7,7,8,24,2,19.0,-8,0,0,13.0,8.0,6.0,1.0,0,47.0
196,Good,77.0,242,2,86.0,14,0,0,93.0,17,6,6,15,1,33.0,-7,1,1,26.0,-8.0,3.0,2.0,0,83.0
197,Good,80.0,158,7,58.0,25,0,0,100.0,-7,6,7,26,1,19.0,13,0,0,19.0,80.0,2.0,2.0,1,50.0
198,Good,54.0,175,4,58.0,42,0,0,90.0,1,4,6,42,3,24.0,1,2,2,41.0,-8.0,7.0,2.0,5,60.0
199,Bad,70.0,228,2,49.0,11,0,0,100.0,-7,7,8,12,2,0.0,8,0,0,57.0,-8.0,9.0,-8.0,6,90.0
200,Bad,80.0,175,11,73.0,15,0,0,100.0,-7,7,8,17,1,53.0,11,0,0,32.0,84.0,3.0,4.0,0,88.0
201,Bad,78.0,202,1,102.0,12,0,0,86.0,17,6,6,39,2,57.0,-7,0,0,16.0,101.0,3.0,4.0,0,89.0
202,Bad,81.0,112,2,55.0,17,0,0,100.0,-7,7,8,19,1,47.0,0,1,1,24.0,-8.0,1.0,2.0,1,33.0
203,Good,76.0,241,9,80.0,48,0,0,100.0,-7,5,8,49,2,20.0,0,2,2,22.0,-8.0,9.0,-8.0,1,37.0
204,Good,70.0,419,6,79.0,15,2,2,90.0,2,0,2,21,3,29.0,0,1,1,44.0,-8.0,2.0,1.0,1,38.0
205,Bad,69.0,301,32,178.0,5,1,0,56.0,2,4,5,9,0,44.0,-8,0,0,75.0,40.0,2.0,2.0,1,80.0
206,Bad,58.0,94,7,45.0,7,2,2,88.0,-8,6,4,9,1,63.0,0,1,1,81.0,-8.0,2.0,1.0,0,75.0
207,Bad,61.0,395,30,103.0,8,0,0,73.0,2,4,6,11,0,18.0,-8,0,0,79.0,-8.0,5.0,-8.0,2,100.0
208,Bad,74.0,66,6,36.0,10,0,0,100.0,-7,7,8,10,1,40.0,0,3,0,41.0,94.0,2.0,1.0,1,75.0
209,Good,79.0,288,4,79.0,44,0,0,100.0,-7,7,8,47,4,28.0,11,0,0,27.0,93.0,7.0,2.0,1,53.0
210,Bad,61.0,197,40,81.0,21,2,2,79.0,9,4,6,24,0,46.0,0,1,1,80.0,24.0,4.0,2.0,2,78.0
211,Good,85.0,149,8,63.0,15,0,0,100.0,-7,7,8,15,1,40.0,0,2,2,5.0,32.0,1.0,3.0,0,44.0
212,Bad,61.0,251,12,74.0,15,0,0,93.0,70,6,6,15,0,13.0,0,1,1,89.0,-8.0,7.0,1.0,5,100.0
213,Bad,59.0,81,6,41.0,27,5,5,100.0,-7,0,8,27,2,44.0,1,4,4,49.0,73.0,6.0,4.0,2,71.0
214,Good,89.0,342,25,110.0,8,0,0,100.0,-7,7,8,8,0,63.0,-8,0,0,0.0,-8.0,0.0,-8.0,-8,0.0
215,Bad,80.0,335,15,146.0,28,0,0,100.0,-7,7,8,28,0,18.0,14,0,0,34.0,75.0,9.0,2.0,1,65.0
216,Good,77.0,70,3,37.0,9,0,0,100.0,-7,7,8,9,2,11.0,0,1,1,14.0,-8.0,2.0,-8.0,0,67.0
217,Bad,70.0,212,1,56.0,32,0,0,100.0,-7,7,8,36,11,36.0,1,4,4,19.0,91.0,7.0,2.0,0,75.0
218,Good,81.0,136,24,63.0,19,0,0,100.0,-7,7,8,19,0,21.0,-7,0,0,42.0,39.0,1.0,2.0,0,60.0
219,Good,85.0,141,6,78.0,10,0,0,91.0,77,6,6,12,1,27.0,0,3,3,1.0,-8.0,1.0,1.0,0,50.0
220,Good,75.0,164,7,65.0,32,2,0,88.0,66,6,5,34,3,21.0,0,1,1,7.0,-8.0,4.0,1.0,0,63.0
221,Bad,59.0,279,4,70.0,7,0,0,63.0,7,4,6,8,2,25.0,1,1,1,72.0,40.0,4.0,2.0,1,86.0
222,Good,65.0,133,5,41.0,17,0,0,94.0,5,4,6,17,5,53.0,0,1,1,43.0,90.0,2.0,4.0,1,67.0
223,Good,69.0,91,18,53.0,36,0,0,100.0,-7,7,8,41,0,33.0,4,1,1,72.0,53.0,8.0,5.0,2,87.0
224,Good,81.0,197,3,65.0,31,0,0,100.0,-7,7,8,31,3,29.0,9,0,0,2.0,-8.0,1.0,2.0,0,27.0
225,Bad,59.0,167,24,116.0,28,2,0,75.0,0,4,5,32,0,13.0,0,0,0,92.0,-8.0,11.0,1.0,8,93.0
226,Bad,73.0,110,8,71.0,8,4,0,50.0,37,6,5,14,1,43.0,0,1,1,14.0,-8.0,1.0,2.0,1,43.0
227,Good,64.0,162,2,53.0,14,0,0,100.0,-7,7,8,15,2,27.0,2,1,1,63.0,88.0,7.0,3.0,4,100.0
228,Good,79.0,132,6,62.0,22,0,0,100.0,-7,7,8,24,3,21.0,-8,0,0,56.0,-8.0,3.0,-8.0,0,50.0
229,Bad,74.0,149,3,36.0,14,0,0,100.0,-7,7,8,14,4,50.0,0,1,1,32.0,25.0,3.0,5.0,0,80.0
231,Bad,66.0,288,10,77.0,27,0,0,96.0,26,6,6,44,1,44.0,12,0,0,72.0,86.0,7.0,2.0,3,100.0
232,Good,84.0,151,7,85.0,14,0,0,100.0,-7,7,8,14,1,57.0,7,2,0,18.0,75.0,2.0,3.0,-8,100.0
233,Good,81.0,261,11,110.0,27,0,0,96.0,53,6,6,27,1,22.0,0,0,0,23.0,13.0,11.0,2.0,0,65.0
234,Bad,79.0,210,7,96.0,24,0,0,92.0,6,4,6,24,1,21.0,0,2,2,18.0,45.0,4.0,3.0,0,58.0
235,Good,76.0,404,7,125.0,27,1,0,97.0,69,6,5,29,2,10.0,4,1,1,11.0,-8.0,5.0,1.0,2,50.0
236,Bad,72.0,174,3,55.0,21,0,0,95.0,65,6,6,22,3,36.0,-7,5,5,17.0,98.0,3.0,2.0,1,56.0
237,Bad,89.0,166,6,96.0,19,0,0,100.0,-7,7,8,19,1,32.0,9,0,0,10.0,66.0,4.0,2.0,1,75.0
238,Good,78.0,263,23,102.0,19,0,0,95.0,31,6,6,19,0,42.0,14,0,0,17.0,29.0,6.0,3.0,0,82.0
239,Bad,68.0,221,7,89.0,19,4,0,83.0,53,6,5,23,1,39.0,0,0,0,70.0,100.0,2.0,2.0,2,40.0
240,Bad,57.0,246,3,78.0,16,2,2,94.0,9,4,6,24,2,31.0,-7,0,0,85.0,39.0,6.0,2.0,3,89.0
241,Good,78.0,218,6,80.0,48,0,0,100.0,-7,7,8,48,1,56.0,1,1,1,11.0,92.0,3.0,2.0,0,56.0
243,Good,89.0,162,8,82.0,19,0,0,100.0,-7,7,8,21,2,24.0,-7,1,1,3.0,-8.0,1.0,1.0,0,33.0
244,Good,86.0,153,7,88.0,15,0,0,100.0,-7,7,8,15,1,27.0,-7,0,0,5.0,-8.0,2.0,1.0,0,43.0
245,Bad,75.0,160,2,82.0,46,0,0,100.0,-7,7,8,48,2,17.0,0,3,3,19.0,-8.0,10.0,3.0,1,41.0
246,Bad,64.0,141,1,29.0,23,1,1,96.0,39,6,2,26,7,12.0,1,7,7,34.0,87.0,10.0,2.0,0,82.0
247,Bad,71.0,172,1,64.0,17,0,0,89.0,22,6,6,18,1,33.0,3,1,1,46.0,64.0,7.0,2.0,2,75.0
248,Bad,72.0,113,18,55.0,25,0,0,96.0,-7,5,7,25,0,48.0,0,2,2,52.0,27.0,4.0,4.0,1,73.0
250,Bad,69.0,390,3,100.0,18,3,1,67.0,3,4,4,11,1,10.0,14,0,0,7.0,-8.0,3.0,-8.0,0,27.0
251,Bad,60.0,49,5,23.0,16,0,0,100.0,-7,7,8,16,3,31.0,0,1,1,40.0,82.0,6.0,3.0,0,90.0
252,Good,76.0,432,14,115.0,24,0,0,96.0,7,4,6,24,0,21.0,0,4,4,13.0,-8.0,7.0,2.0,0,63.0
253,Good,66.0,272,2,95.0,44,0,0,100.0,-7,7,8,49,3,29.0,0,4,4,63.0,64.0,16.0,4.0,6,80.0
254,Bad,57.0,129,29,74.0,12,17,16,30.0,6,1,3,30,0,73.0,-7,0,0,26.0,47.0,2.0,9.0,0,92.0
255,Bad,67.0,143,2,51.0,27,0,0,97.0,56,6,6,31,4,69.0,1,5,5,57.0,95.0,5.0,4.0,2,90.0
256,Bad,62.0,171,5,92.0,52,1,0,90.0,4,3,5,58,2,47.0,-7,0,0,28.0,32.0,7.0,7.0,0,78.0
257,Good,72.0,192,11,75.0,13,1,0,88.0,6,3,5,18,1,56.0,3,2,2,0.0,-8.0,0.0,2.0,0,40.0
258,Bad,73.0,251,3,105.0,33,0,0,85.0,26,6,6,33,3,24.0,-7,0,0,22.0,-8.0,7.0,1.0,0,53.0
259,Bad,63.0,134,5,81.0,17,1,0,70.0,29,6,5,20,1,45.0,7,0,0,80.0,34.0,4.0,2.0,3,100.0
260,Bad,72.0,169,5,60.0,21,1,1,96.0,30,6,3,23,1,52.0,0,4,4,66.0,82.0,4.0,3.0,1,78.0
261,Good,61.0,183,26,111.0,3,1,1,60.0,7,4,2,5,0,20.0,-7,1,1,94.0,-8.0,1.0,1.0,-8,100.0
262,Bad,78.0,199,7,73.0,39,0,0,95.0,22,6,6,40,1,21.0,-7,1,0,15.0,19.0,2.0,5.0,1,50.0
263,Good,73.0,134,3,55.0,26,0,0,100.0,-7,7,8,26,5,35.0,6,1,0,64.0,33.0,4.0,2.0,2,64.0
264,Bad,57.0,132,3,67.0,47,1,1,96.0,6,4,6,14,2,55.0,0,5,5,50.0,86.0,8.0,13.0,2,81.0
265,Good,86.0,160,14,82.0,15,0,0,100.0,-7,7,8,15,0,20.0,0,1,1,31.0,56.0,2.0,2.0,0,50.0
266,Bad,76.0,82,19,55.0,10,0,0,100.0,-7,7,8,10,0,40.0,0,2,2,40.0,36.0,2.0,3.0,1,71.0
267,Bad,60.0,146,6,116.0,6,3,1,55.0,6,0,2,11,1,55.0,-7,1,1,83.0,-8.0,1.0,1.0,1,75.0
268,Bad,75.0,23,6,15.0,2,0,0,100.0,-7,7,8,2,1,50.0,0,0,0,17.0,100.0,1.0,1.0,0,100.0
269,Bad,79.0,196,5,97.0,28,0,0,100.0,-7,7,8,29,2,48.0,0,0,0,40.0,-8.0,4.0,1.0,1,83.0
270,Bad,72.0,196,6,93.0,39,1,0,95.0,37,6,5,41,3,29.0,0,0,0,34.0,70.0,8.0,3.0,2,55.0
271,Good,86.0,243,5,87.0,16,0,0,100.0,-7,7,8,16,4,44.0,0,1,1,9.0,100.0,2.0,2.0,0,57.0
272,Bad,82.0,266,10,81.0,28,0,0,100.0,-7,7,8,28,1,29.0,0,1,1,12.0,-8.0,3.0,2.0,1,46.0
273,Bad,67.0,233,12,66.0,13,1,0,87.0,10,4,5,15,0,67.0,0,1,1,33.0,81.0,3.0,2.0,1,83.0
274,Bad,62.0,175,2,46.0,18,0,0,95.0,0,4,6,20,2,75.0,0,2,2,57.0,81.0,3.0,5.0,1,89.0
275,Good,84.0,138,2,67.0,21,0,0,100.0,-7,7,8,22,3,55.0,0,2,2,15.0,78.0,3.0,3.0,0,86.0
276,Bad,57.0,140,13,67.0,8,4,4,80.0,26,6,4,10,0,50.0,3,1,1,93.0,71.0,1.0,2.0,1,100.0
277,Good,74.0,502,25,191.0,13,1,0,93.0,25,6,5,14,0,0.0,-8,0,0,51.0,-8.0,3.0,-8.0,1,33.0
278,Good,85.0,140,13,81.0,12,0,0,92.0,82,6,6,13,0,38.0,12,0,0,1.0,93.0,1.0,2.0,0,50.0
279,Good,76.0,157,3,78.0,26,0,0,100.0,-7,7,8,27,2,56.0,2,4,4,26.0,83.0,5.0,3.0,2,89.0
280,Good,74.0,270,11,105.0,10,0,0,80.0,-8,6,6,10,1,90.0,0,0,0,-8.0,-8.0,0.0,4.0,-8,80.0
282,Bad,56.0,153,18,80.0,17,0,0,95.0,1,4,6,20,0,45.0,17,0,0,82.0,-8.0,2.0,1.0,2,75.0
283,Bad,67.0,235,5,39.0,11,0,0,91.0,6,4,6,30,3,27.0,-7,1,1,47.0,78.0,3.0,2.0,0,71.0
285,Good,60.0,349,1,74.0,16,1,1,95.0,4,2,4,19,4,58.0,0,3,3,59.0,29.0,5.0,3.0,1,73.0
286,Good,85.0,321,4,173.0,4,0,0,100.0,-7,7,8,4,1,0.0,-8,0,0,45.0,-8.0,1.0,-8.0,0,50.0
287,Bad,61.0,149,13,75.0,4,4,4,100.0,-7,7,8,8,0,50.0,0,0,0,-8.0,89.0,-8.0,2.0,-8,100.0
288,Good,81.0,223,6,83.0,63,0,0,100.0,-7,7,8,63,3,16.0,0,1,0,15.0,89.0,2.0,3.0,1,40.0
290,Bad,67.0,351,11,98.0,7,2,2,86.0,30,6,6,8,1,14.0,-7,0,0,59.0,-8.0,3.0,-8.0,1,60.0
291,Good,87.0,306,49,122.0,14,0,0,100.0,-7,7,8,14,0,36.0,13,0,0,3.0,-8.0,2.0,-8.0,0,67.0
292,Bad,70.0,117,12,56.0,11,0,0,100.0,-7,7,8,11,0,27.0,0,1,1,99.0,6.0,4.0,1.0,2,100.0
293,Good,79.0,-8,7,104.0,20,0,0,95.0,27,6,6,20,2,55.0,-7,0,0,27.0,49.0,5.0,3.0,0,100.0
294,Good,59.0,370,11,96.0,10,2,2,75.0,35,6,2,29,1,50.0,-7,1,1,76.0,-8.0,2.0,1.0,1,100.0
295,Good,81.0,160,5,79.0,27,0,0,100.0,-7,7,8,21,2,56.0,-7,0,0,46.0,26.0,3.0,3.0,1,67.0
296,Bad,60.0,63,7,31.0,5,1,1,83.0,25,6,2,6,1,33.0,0,2,2,91.0,83.0,2.0,2.0,1,100.0
297,Good,84.0,98,35,68.0,7,0,0,100.0,-7,7,8,7,0,29.0,-8,0,0,12.0,-8.0,2.0,1.0,0,75.0
298,Good,87.0,284,21,108.0,16,0,0,100.0,-7,7,8,51,0,31.0,-8,0,0,4.0,38.0,1.0,1.0,0,43.0
300,Bad,67.0,-8,30,78.0,10,0,0,92.0,1,4,6,13,0,62.0,-7,1,1,73.0,42.0,2.0,2.0,-8,100.0
301,Good,84.0,397,71,199.0,8,0,0,88.0,65,6,6,8,0,13.0,0,0,0,0.0,-8.0,0.0,-8.0,-8,50.0
302,Bad,64.0,172,3,93.0,13,2,0,69.0,12,6,5,16,2,50.0,3,1,1,48.0,90.0,4.0,2.0,1,86.0
303,Bad,71.0,206,2,63.0,17,0,0,94.0,49,6,6,35,1,33.0,0,4,4,74.0,27.0,2.0,2.0,2,67.0
304,Bad,70.0,68,2,41.0,6,0,0,100.0,-7,7,8,7,1,57.0,0,0,0,91.0,17.0,2.0,2.0,1,100.0
305,Good,68.0,435,12,138.0,26,3,1,90.0,13,6,5,30,0,33.0,8,0,0,16.0,31.0,3.0,3.0,1,43.0
306,Good,63.0,232,2,103.0,14,2,2,88.0,21,6,4,17,1,6.0,1,4,4,11.0,-8.0,1.0,-8.0,0,17.0
307,Good,89.0,148,6,72.0,22,1,0,96.0,34,6,5,24,1,13.0,-8,0,0,0.0,-8.0,1.0,1.0,0,12.0
309,Bad,65.0,23,4,15.0,9,0,0,100.0,-7,7,8,9,3,67.0,1,3,2,84.0,76.0,2.0,6.0,2,89.0
310,Good,70.0,98,5,59.0,31,0,0,97.0,36,6,6,35,3,26.0,-7,5,5,19.0,95.0,4.0,2.0,1,50.0
311,Good,86.0,257,20,117.0,29,0,0,100.0,-7,6,7,29,0,45.0,-7,0,0,10.0,48.0,3.0,2.0,0,71.0
312,Bad,69.0,361,8,96.0,26,1,0,89.0,1,4,5,28,1,29.0,-7,0,0,29.0,57.0,5.0,3.0,0,64.0
313,Good,71.0,227,12,116.0,15,2,1,78.0,48,6,4,18,0,28.0,0,2,2,83.0,-8.0,2.0,1.0,2,60.0
314,Bad,58.0,162,8,65.0,21,1,1,100.0,-7,0,8,22,1,33.0,0,1,1,44.0,54.0,4.0,3.0,1,78.0
315,Good,77.0,154,2,70.0,37,0,0,98.0,35,6,6,45,7,53.0,1,10,10,28.0,99.0,3.0,4.0,1,64.0
316,Good,68.0,177,2,70.0,32,0,0,97.0,16,6,6,46,2,60.0,1,2,2,85.0,-8.0,5.0,12.0,5,100.0
317,Bad,65.0,106,5,42.0,11,1,0,92.0,22,6,5,13,3,31.0,0,2,2,60.0,-8.0,4.0,1.0,1,83.0
318,Good,64.0,165,1,52.0,9,2,2,82.0,28,6,4,12,1,18.0,0,2,2,9.0,100.0,2.0,1.0,0,50.0
319,Bad,65.0,125,7,65.0,12,3,1,65.0,8,3,4,18,1,35.0,0,5,4,22.0,-8.0,2.0,2.0,0,40.0
320,Good,55.0,316,8,119.0,22,1,0,78.0,1,4,5,23,1,26.0,-8,0,0,29.0,-8.0,4.0,2.0,1,50.0
321,Bad,93.0,146,13,159.0,11,0,0,100.0,-7,7,8,10,0,27.0,-8,0,0,0.0,-8.0,1.0,1.0,0,40.0
322,Bad,80.0,113,5,48.0,13,0,0,86.0,26,6,6,14,2,14.0,4,1,1,0.0,-8.0,0.0,1.0,0,17.0
323,Good,80.0,104,10,93.0,36,0,0,97.0,36,6,6,6,1,23.0,8,0,0,18.0,-8.0,3.0,3.0,0,46.0
324,Bad,70.0,166,14,82.0,26,1,0,79.0,17,6,5,28,0,29.0,1,1,1,42.0,87.0,7.0,2.0,0,45.0
325,Good,82.0,297,38,130.0,11,0,0,100.0,-7,7,8,11,0,18.0,0,0,0,32.0,-8.0,4.0,1.0,1,56.0
326,Good,86.0,232,1,75.0,21,0,0,100.0,-7,7,8,23,2,17.0,0,2,2,1.0,51.0,2.0,2.0,0,29.0
